lemma,pos1,anxiety
action,n,-0.2583547583
bill,n,-0.2581497018
institution,n,-0.2580992864
vigorous,a,-0.2580988788
recycling,n,-0.2579030424
nod,n,-0.2575023248
applicant,n,-0.2574801645
productive,a,-0.2573177393
friendship,n,-0.2572217601
enduring,a,-0.2570253127
refinement,n,-0.2567608166
majority,n,-0.256701253
substitute,n,-0.2567002966
swift,n,-0.2566701558
detailed,a,-0.2566107912
databank,n,-0.2564936019
clarify,v,-0.2564058475
endorsement,n,-0.2563452725
ready,a,-0.2563138751
momentum,n,-0.2562998819
unrestricted,a,-0.2560667016
wisely,r,-0.2559991701
vii,n,-0.2559986082
shipper,n,-0.2557371472
above,a,-0.2550768589
stress,v,-0.2550306816
assume,v,-0.2549233757
d,n,-0.254634997
vigil,n,-0.2541847764
milestone,n,-0.2541770784
transitional,a,-0.2539605922
client,n,-0.2537057324
legally,r,-0.2532639595
stand,n,-0.2529843414
devise,v,-0.2526602068
policy,n,-0.2526419374
subvert,v,-0.2524669563
appeal,n,-0.2523670394
reassert,v,-0.2521684534
version,n,-0.2521098258
holiness,n,-0.2520019608
oral,a,-0.251969121
broadband,n,-0.2519364663
uniformity,n,-0.2518740807
backing,n,-0.2518429068
northerner,n,-0.2517935126
explore,v,-0.2516725069
open-minded,a,-0.25162589
widest,a,-0.2515698542
fairly,r,-0.2513055475
application,n,-0.2509831397
high-quality,a,-0.2507865054
valid,a,-0.2506868737
blessing,n,-0.250594944
nurture,v,-0.2505882511
passenger,n,-0.2502649932
peaceful,a,-0.25025327
landmark,n,-0.2502405206
vitality,n,-0.2499639252
collection,n,-0.2495755876
matching,a,-0.2495274333
tradesperson,n,-0.2491420639
prpp,n,-0.2490643191
intelligent,a,-0.2489753983
gesture,n,-0.2489210175
democratic,a,-0.2488189592
defend,v,-0.2487137147
portion,n,-0.2487044607
future,n,-0.2486686626
shipbuilding,n,-0.2486436664
standard,a,-0.248547233
interest-free,a,-0.2484602608
operating,n,-0.2481941369
selfless,a,-0.2481126925
inspiration,n,-0.2478689157
prior,a,-0.2478336702
say,v,-0.2477344366
promotion,n,-0.2476621802
lighting,n,-0.2474729487
vote,n,-0.247466187
surely,r,-0.2473778578
memorable,a,-0.2473360455
integral,a,-0.2472769249
mentoring,n,-0.2471655974
observance,n,-0.2471467273
seven-point,a,-0.2466056116
immediately,r,-0.2461886979
yield,v,-0.2461216616
authentic,a,-0.24601381
skill,n,-0.2460113669
some,r,-0.2459699882
truth,n,-0.2459412081
rehabilitation,n,-0.2457884297
long-standing,a,-0.2455371085
entitle,v,-0.2455289326
refundable,a,-0.2453312274
broaden,v,-0.2451618812
inform,v,-0.2450513132
agri-food,n,-0.2450382729
strategic,a,-0.2448262
source,n,-0.2448046439
federation,n,-0.2447968335
overall,a,-0.2444183113
mover,n,-0.2443244384
written,a,-0.2442375638
keeper,n,-0.2441961417
book,v,-0.2440880045
accordingly,r,-0.2437490587
lodging,n,-0.2437214027
code,n,-0.2437086494
long-awaited,a,-0.2436715077
avenue,n,-0.2436217518
brevity,n,-0.24356164
counterpart,n,-0.2433547039
supplementary,a,-0.2433325562
participate,v,-0.243259189
indeed,r,-0.2432546787
selection,n,-0.243228909
sense,n,-0.2432092437
floor,n,-0.2432037787
rules-based,a,-0.2431520045
government,n,-0.2431477354
credit,v,-0.243135595
superior,a,-0.2430157343
humane,a,-0.2429752691
paramount,a,-0.24280955
component,n,-0.2426075209
actually,r,-0.2425391143
unquestioned,a,-0.2423759504
belief,n,-0.2423328746
inspiring,a,-0.2422520233
hearing,n,-0.2418587118
open,v,-0.2413695326
deny,v,-0.2411789516
resumption,n,-0.2411313668
worthwhile,a,-0.2408301153
authorize,v,-0.2405317836
courage,n,-0.2405002397
deduct,v,-0.2404328952
endeavour,v,-0.2403825269
sustenance,n,-0.240185186
discussion,n,-0.240175093
principal,a,-0.2399689951
ecologically,r,-0.239677752
diligently,r,-0.2395540881
trustee,n,-0.2392381615
established,a,-0.2385397186
retrofit,n,-0.2384109609
pal,n,-0.2384107876
nation,n,-0.2383597112
liner,n,-0.2383212838
drawer,n,-0.2381767117
background,n,-0.2381082711
responsibility,n,-0.2380418174
gracious,a,-0.2380216755
stabilization,n,-0.237970571
warm,a,-0.2379318403
account,v,-0.2378637057
lend,v,-0.237616552
impetus,n,-0.2374878159
yet,r,-0.2371693952
input,n,-0.2371316518
anchor,v,-0.2369930683
duty,n,-0.236591599
earliest,a,-0.2365128565
fine,a,-0.2365117546
growth,n,-0.236323754
playing,n,-0.2360028077
advantage,n,-0.2359874994
primacy,n,-0.2358030915
second,a,-0.2354227107
ask,v,-0.2353292681
rebuttal,n,-0.2352346033
detail,n,-0.2350910919
upgrade,n,-0.2349087835
consumer,n,-0.234705541
innovator,n,-0.2346815093
handshake,n,-0.2345307871
advocate,n,-0.2343889843
ought,m,-0.2343158751
pursuit,n,-0.2341360968
fiscal,a,-0.2340977934
gladly,r,-0.2338556164
diligence,n,-0.2338352034
clearer,a,-0.2337593223
item,n,-0.2336501699
connectivity,n,-0.2336016764
valve,n,-0.2334278742
file,n,-0.233402147
withhold,v,-0.2333622338
deign,v,-0.2333216586
intervener,n,-0.2331123781
free,a,-0.233083364
exceed,v,-0.2326255186
empowerment,n,-0.2325458845
deliberation,n,-0.2325039291
condom,n,-0.2323241816
quo,n,-0.2322350472
investor,n,-0.2321556438
sufficiently,r,-0.2320261312
official,a,-0.2319922802
aviation,n,-0.231406104
fellowship,n,-0.2308902738
unify,v,-0.2308023953
unchanged,a,-0.2307782091
vet,v,-0.2306765416
first,r,-0.2304320765
capital,n,-0.2301930323
wellness,n,-0.2301165245
sustained,a,-0.2301001777
federally,r,-0.2300227915
come,v,-0.2298207497
test,v,-0.2297181804
consult,v,-0.2296928859
excise,n,-0.2295684142
coin,n,-0.2293667614
decontamination,n,-0.229268475
official,n,-0.2292234277
reinvest,v,-0.2291802346
development,n,-0.2291398935
fitting,a,-0.229124839
allotted,a,-0.2291203933
meeting,n,-0.2288452208
modality,n,-0.2288122923
suitcase,n,-0.2287550619
hard-working,a,-0.2283763071
dipp,n,-0.2281139904
upfront,a,-0.2280853963
tenure,n,-0.2280343507
savings,n,-0.2279891518
appropriately,r,-0.2278511498
commercially,r,-0.2276394431
fairest,a,-0.2275371454
change,n,-0.2274847525
consistently,r,-0.2274497745
worth,a,-0.227093879
favourable,a,-0.2270690862
adjustment,n,-0.2270674838
contrary,n,-0.2270123335
strategy,n,-0.2267930284
perseverance,n,-0.226733731
offshore,a,-0.2266622711
next,a,-0.2266191917
marvellous,a,-0.2265969953
nothing,n,-0.2263835974
upper,a,-0.2263223666
facility,n,-0.226278953
precede,v,-0.2262085554
craft,v,-0.2257827242
recycle,v,-0.225458254
foresight,n,-0.2254576381
form,v,-0.2250856654
status,n,-0.2246116591
transport,n,-0.2245681347
half,n,-0.2245563199
represent,v,-0.2244977422
first-class,a,-0.2243221826
contract,n,-0.2243057858
tabling,n,-0.2241350042
more,a,-0.2240375689
parliament,n,-0.2240175721
invite,v,-0.2237397132
calibre,n,-0.2237152853
priceless,a,-0.2236886526
suffice,v,-0.2236011753
forward,a,-0.2235218615
instead,r,-0.2233020823
clerk,n,-0.2232005978
garner,v,-0.2231803395
precise,a,-0.2231607786
cooperative,a,-0.2228858113
operative,a,-0.2226871921
allowance,n,-0.2225866827
fit,n,-0.222513272
descriptive,a,-0.2222818363
disclose,v,-0.2221700268
reinvestment,n,-0.2218718687
lovely,a,-0.2218572836
price,v,-0.2218279878
joint,a,-0.2217887122
required,a,-0.2217833007
glorious,a,-0.2215431747
reward,v,-0.2209761792
burial,n,-0.2209734028
money,n,-0.2209076904
fix,v,-0.2208869076
bilateral,a,-0.2208252185
citation,n,-0.2208208872
healthier,a,-0.2208002378
prime,a,-0.2207946522
counsellor,n,-0.220595193
licensing,n,-0.2205926381
hollow,a,-0.2204173365
labelling,n,-0.2204101865
perpetuity,n,-0.2202429182
repeal,n,-0.2202188824
perimeter,n,-0.2200588964
finest,a,-0.2200148109
pillar,n,-0.2199410891
harmonize,v,-0.2198299679
laudable,a,-0.2196211897
faithfully,r,-0.2195430577
informative,a,-0.2193796937
gain,n,-0.2193661779
tolerance,n,-0.2193601578
talent,n,-0.2193364192
challenge,v,-0.2191633007
indexation,n,-0.2191107089
beginning,n,-0.219102622
section,n,-0.2190277935
life-saving,a,-0.2189958471
path,n,-0.2189546493
friend,n,-0.2189437403
praise,v,-0.2189397001
good,n,-0.218835391
need,n,-0.2187265488
regulation-making,a,-0.2186254623
representative,a,-0.21861337
auditor,n,-0.2185823522
well-deserved,a,-0.2185202623
commence,v,-0.2185008734
instruct,v,-0.2184845509
absolute,a,-0.2183911949
monitoring,n,-0.2178991159
pricing,n,-0.2178709007
conciliatory,a,-0.2178515105
rcmp,n,-0.2177796158
anti-terrorist,a,-0.2177468983
quicker,a,-0.2176432013
csis,n,-0.217376248
learning,n,-0.2169907562
relationship,n,-0.216959517
compassionate,a,-0.216938189
oath,n,-0.2168127947
ecoenergy,n,-0.2168006827
project,n,-0.2167759429
amnesty,n,-0.2166240492
rest,n,-0.2162379062
regard,n,-0.2161897876
common,a,-0.2161662101
put,v,-0.2159922425
accommodate,v,-0.2158565655
element,n,-0.215805476
rail,n,-0.2155780428
entirety,n,-0.2154167646
furtherance,n,-0.2153024621
coming,a,-0.2152257826
extension,n,-0.2147120299
adduce,v,-0.2147037673
usher,v,-0.2146597447
sustainability,n,-0.2146572571
party,n,-0.214630302
dosage,n,-0.2144879722
commendable,a,-0.2144240516
focus,v,-0.2142617327
province,n,-0.214167758
seal,v,-0.2141508289
co-ordinated,a,-0.214121214
gift,n,-0.214020247
stringent,a,-0.2139542181
proclaim,v,-0.2138762102
note,v,-0.2137363306
reason,v,-0.213659547
self,n,-0.2136429947
numerical,a,-0.2136063465
put,a,-0.2134011605
century,n,-0.2133976831
remembrance,n,-0.2132883289
datum,n,-0.2131551781
sector,n,-0.2129787401
national,a,-0.2129496637
assessment,n,-0.2129006013
readily,r,-0.212794304
piece,n,-0.212727103
customer,n,-0.2127249809
instruction,n,-0.2127121966
cross-examination,n,-0.212528555
elect,v,-0.2125259719
conduct,v,-0.2124919011
solicitor,n,-0.2124157499
refresh,v,-0.2123838566
miss,v,-0.2122136433
veteran,n,-0.2121847378
successfully,r,-0.2120771767
test,n,-0.2120659133
conviction,n,-0.2119676042
regular,a,-0.2119647049
perfectly,r,-0.2117389949
override,v,-0.2116505943
eus,n,-0.2115836583
diversity,n,-0.2113543989
parameter,n,-0.2107713768
take,v,-0.2107694634
retroactivity,n,-0.2106356713
rights,n,-0.2105781402
do,v,-0.2105632852
unspent,a,-0.2105167892
coexist,v,-0.2102886502
help,n,-0.2102307707
rebuilding,n,-0.2102048685
all-party,a,-0.2101225765
fixed,a,-0.2099641937
broader,a,-0.2099302056
foremost,a,-0.2096502951
deferral,a,-0.2096468034
royal,a,-0.2095963487
representative,n,-0.2094480212
culturally,r,-0.2093843274
panel,n,-0.2092983481
statement,n,-0.2089640678
remission,n,-0.2084796925
reclamation,n,-0.2084225085
competition,n,-0.2084210658
thus,r,-0.208266026
quantum,n,-0.2079723551
voluntary,a,-0.2078807977
indexing,n,-0.2078259746
pertinent,a,-0.2071763495
look,v,-0.2070604739
hansard,n,-0.2069988108
showcase,n,-0.2067937983
impartiality,n,-0.2067856728
active,a,-0.2067494111
round,n,-0.2066627314
future,a,-0.2066187229
calendar,n,-0.2065740877
departmental,a,-0.206394377
solace,n,-0.2063528641
model,n,-0.2061521669
whole,n,-0.2060654191
training,n,-0.2058169013
unused,a,-0.2057624837
outgoing,a,-0.2054925946
resource,n,-0.2053315315
favour,v,-0.2051842812
memory,n,-0.2051809311
hospitality,n,-0.2051676928
treaty,n,-0.2051404677
universally,r,-0.2050151964
bridge,n,-0.2049167044
citizenship,n,-0.2048766826
harmonious,a,-0.2048522632
behalf,n,-0.2047673423
bond,n,-0.2045212449
compassion,n,-0.2044721093
designate,v,-0.2044517538
tomorrow,n,-0.2043813298
legacy,n,-0.2043357995
constitution,n,-0.2043019791
foundational,a,-0.2042692179
clearance,n,-0.2042382537
advance,n,-0.2041765125
temporary,a,-0.2041411705
presume,v,-0.2040025551
target,n,-0.2039588621
counterbalance,n,-0.2038113886
%,n,-0.2038078387
expiry,n,-0.203735174
scientific,a,-0.2036996857
decision-making,a,-0.2036279955
exemplary,a,-0.2036114359
necessarily,r,-0.2035707984
inspect,v,-0.2034974921
hereby,r,-0.203365329
nutritional,a,-0.2033571111
following,a,-0.203326862
like,v,-0.2029317771
chst,n,-0.202904789
beacon,n,-0.2028429327
repeat,v,-0.2026125738
airline,n,-0.2025166867
behold,n,-0.2025151527
following,n,-0.2024223002
have,v,-0.2022799583
index,n,-0.2022444151
custodian,n,-0.2021415475
individual,a,-0.2020496318
dna,n,-0.2018400792
untouched,a,-0.2017644426
backstop,n,-0.2016944418
spur,v,-0.2014964977
insured,a,-0.2013477325
anti-doping,a,-0.2012671966
retroactive,a,-0.2011608936
lower,a,-0.201112901
promptly,r,-0.2010473973
best,r,-0.2009920596
then,r,-0.2009697844
factual,a,-0.2008832951
functioning,n,-0.2008602555
thoughtful,a,-0.2006685231
responsibly,r,-0.2005288421
faster,r,-0.2004212689
willingness,n,-0.2002890688
unreservedly,r,-0.2002548975
reflection,n,-0.1999353333
domestically,r,-0.199920636
subscribe,v,-0.1997579366
bid,v,-0.1992829076
abolish,v,-0.1991462647
announcement,n,-0.1990767937
irb,n,-0.1990587977
hand,n,-0.1990096246
candidacy,n,-0.1989975931
signature,n,-0.198920778
two-third,n,-0.1988788132
diligent,a,-0.1988080705
penny,n,-0.198778964
position,n,-0.1985314545
top,a,-0.1983816389
commemoration,n,-0.1982502939
efficiently,r,-0.1981437759
platform,n,-0.1980553235
cmhc,n,-0.19788627
supreme,a,-0.1978293573
replenishment,n,-0.1975258778
bankable,a,-0.1975111339
check,v,-0.1975065575
afford,v,-0.1974507564
nonetheless,r,-0.1974306139
reliability,n,-0.1974107858
oblige,v,-0.1973866507
ounce,n,-0.1972875411
proven,a,-0.197209588
system,n,-0.1971655905
trainer,n,-0.1970636297
telecommunication,n,-0.1969301397
assert,v,-0.1968806827
incorporation,n,-0.1968714456
ability,n,-0.1968058667
sunset,v,-0.1967556066
storage,n,-0.1966977968
end,n,-0.1966717653
love,n,-0.1966159272
ruler,n,-0.1966156757
proactively,r,-0.1965504852
yardstick,n,-0.196367805
greatness,n,-0.1963042274
educational,a,-0.1962504715
hrdc,n,-0.1958481152
democracy,n,-0.1958114516
infallible,a,-0.1956996267
consideration,n,-0.1956664541
telecommunications,n,-0.1956480012
education,n,-0.1955239551
eco-energy,a,-0.1955203948
appreciation,n,-0.1953552543
programming,n,-0.1953384614
defence,n,-0.1952627224
flourish,v,-0.1949807676
tribunal,n,-0.1949792406
community-based,a,-0.1949670827
closer,r,-0.1948225748
impressive,a,-0.1945052052
half-hearted,a,-0.1943215569
tough-on-crime,a,-0.1942742392
precondition,n,-0.1940030344
proactive,a,-0.1939966504
solidly,r,-0.1939200659
transcript,n,-0.1939192994
could,m,-0.1939129405
side,n,-0.1938384629
ongoing,a,-0.1937322529
railway,n,-0.1937305536
recover,v,-0.1936773382
flow,v,-0.1936635942
secondly,r,-0.1936633777
primary,a,-0.1936249997
proceeds,n,-0.1935240808
evidence-based,a,-0.1935149499
long,a,-0.1934991435
faithful,n,-0.1933055079
complainant,n,-0.1932733957
department,n,-0.1931840963
base,n,-0.1931228439
symbol,n,-0.193114572
enough,r,-0.1931072764
facilitator,n,-0.1930237865
agrifood,n,-0.1929541416
sober,a,-0.192904125
fundamental,n,-0.1927723037
say,n,-0.192661328
livable,a,-0.1924331569
five-year,a,-0.1922911296
unconditionally,r,-0.1921841564
concurrence,n,-0.1921332383
correspond,v,-0.1921258245
inaugurate,v,-0.1920831461
preferential,a,-0.1917986016
essentially,r,-0.1917526167
prayer,n,-0.1916823173
portability,n,-0.1916583656
back-up,a,-0.1916326952
prerequisite,n,-0.1914573024
nevertheless,r,-0.1914045362
loyalty,n,-0.1912295962
treatment,n,-0.1911973005
successor,n,-0.1911398055
unbiased,a,-0.1910939355
twentieth,a,-0.1909613082
lip,n,-0.190834419
instill,v,-0.1907266307
matching,n,-0.1906771593
introductory,a,-0.1904614211
biometric,a,-0.1904159609
contractor,n,-0.1899114799
fortitude,n,-0.1898936522
inspector,n,-0.1897473154
total,n,-0.1896557829
adherence,n,-0.1894909848
sponsor,n,-0.189482131
clause,n,-0.1893915961
ilap,n,-0.1893549493
ultimately,r,-0.1891239885
enthusiasm,n,-0.1890275858
show,v,-0.1890254798
waver,v,-0.1889522506
speed,v,-0.1889328393
choice,n,-0.1888403721
corrective,a,-0.1888362903
excise,a,-0.1888142486
substitute,v,-0.1886228219
prior,r,-0.1885780022
nullify,v,-0.188542659
faster,a,-0.188399549
tailor,v,-0.1882905684
conserve,v,-0.1882116723
whistleblower,a,-0.1881953889
dispense,v,-0.1881504938
earner,a,-0.1881088318
absence,n,-0.188026324
intent,n,-0.1880052903
duality,n,-0.1878218504
competency,n,-0.1878081401
royalty,n,-0.1877371492
participation,n,-0.1877119773
loophole,n,-0.1874188486
exist,v,-0.1873046916
boost,n,-0.1872040911
seat,n,-0.1871870742
nowhere,r,-0.1871810157
quote,n,-0.1871793143
hardly,r,-0.1870742125
exchange,n,-0.1870230947
donor,n,-0.1869682146
await,v,-0.1868973362
sunset,n,-0.186782786
economical,a,-0.1867326896
collectively,r,-0.1865835706
finish,v,-0.1864172344
retroactively,r,-0.1863398023
entrust,v,-0.1862791869
permanent,a,-0.1861296016
encompass,v,-0.1861139277
state-of-the-art,a,-0.1861077873
flow-through,a,-0.1860205631
imperial,a,-0.1857625901
scrutiny,n,-0.185739318
entrench,v,-0.1856642751
solidify,v,-0.1855880552
noble,a,-0.1855705432
public,a,-0.185522453
counsel,n,-0.1853317964
occasion,n,-0.1852889556
commission,n,-0.1851583536
wide,a,-0.1851416852
business,n,-0.1851286723
registry,n,-0.1850931585
levy,n,-0.185088357
producer,n,-0.1849658135
confer,v,-0.1847939595
proud,n,-0.1847644918
suite,n,-0.1847408998
later,r,-0.1846943649
no.,n,-0.184626295
aye,n,-0.184618516
bargaining,n,-0.1844602373
arbitrator,n,-0.1842524875
immediate,a,-0.1842136516
pier,n,-0.1841790424
easier,a,-0.1841661651
asset,n,-0.1840669721
fullest,a,-0.1838979585
deed,n,-0.1837951607
truer,a,-0.1837798918
investigation,n,-0.183581435
subcommittee,n,-0.1835634073
subparagraph,n,-0.1834305387
practice,n,-0.1833741755
strongest,a,-0.1833468546
character,n,-0.1833435402
generally,r,-0.1832047404
forum,n,-0.1831890285
grateful,a,-0.1831568877
government-wide,a,-0.1830486235
chapter,n,-0.182854741
distinctive,a,-0.1828228135
half,a,-0.1827300788
vow,v,-0.1826267157
copyright,n,-0.1824387572
secret,a,-0.1824175326
instrumental,a,-0.1822703409
herein,r,-0.1820978395
part,n,-0.1820034078
foreign,a,-0.181935901
lending,n,-0.181925914
continuous,a,-0.1816963361
visitor,n,-0.1816919179
pave,v,-0.1816435182
programme,n,-0.1816369738
industry,n,-0.1815657717
frankness,n,-0.1815491359
privacy,n,-0.1815333949
payment,n,-0.1815111978
pension,n,-0.1814919086
find,v,-0.1814560848
survivor,n,-0.1813510841
dollar,n,-0.1812988108
all,r,-0.181254376
constitutionally,r,-0.1812265754
abundant,a,-0.1811537849
concept,n,-0.181151009
forward,v,-0.1811297687
advantage,v,-0.1810986682
replacement,n,-0.1809616178
admirable,a,-0.1809376552
straight,a,-0.1808885416
exhaustive,a,-0.1807523876
auspices,n,-0.1806777964
charitable,a,-0.1806204138
chairman,n,-0.1806150904
airport,n,-0.1805131027
reintroduce,v,-0.1803802391
overview,n,-0.1802863485
non-resident,a,-0.1801878065
admiration,n,-0.1801005678
timeliness,n,-0.1799103861
historical,a,-0.1798385498
honour,n,-0.1796200615
builder,n,-0.1795288983
neutrality,n,-0.1794475779
world-leading,a,-0.1791843424
apf,n,-0.1791309473
effectively,r,-0.1791020358
judicious,a,-0.1790943739
underpin,v,-0.1789055776
core,n,-0.1786950485
separate,a,-0.1784659052
substitution,n,-0.1783565537
issue,v,-0.1783446367
praise,n,-0.1783133893
sit,v,-0.1782774845
cihr,n,-0.1780796313
harmonization,n,-0.1780396552
introduction,n,-0.1779567384
choose,v,-0.1778772951
taxpayer,n,-0.177863353
judge,v,-0.1778478387
verdict,n,-0.1777199563
scholarship,n,-0.1776782809
rental,a,-0.177581568
plaintiff,n,-0.1775798604
sole,a,-0.1775053797
negotiable,a,-0.1775049762
opt,v,-0.177498238
persuade,v,-0.1770210118
attainment,n,-0.1769293531
prefer,v,-0.1769106074
owe,v,-0.1769079685
page,n,-0.1768985981
sign,v,-0.1768819625
overhaul,n,-0.1768286419
ccra,n,-0.1766619796
feature,n,-0.1766167575
respectively,r,-0.1765907559
design,n,-0.17657919
opening,n,-0.1763476412
subsection,n,-0.1762907806
cautionary,a,-0.1762813536
corporate,a,-0.1762621104
rational,a,-0.1761640133
binational,a,-0.1761441206
refer,v,-0.1760773426
frugality,n,-0.1759752897
forbearance,n,-0.1757789843
agri-food,a,-0.1757731
greener,a,-0.1757022456
sounder,a,-0.1756437505
residence,n,-0.1755540441
vip,n,-0.175528141
recant,v,-0.1755139865
sustain,v,-0.1754968491
